Item #,Warehouse,Category,Manufacturer,Model,Grade,Capacity,Carrier,Color,Lock Status,Model Number,Parts Message,Increment Size,Quantity Available,List Price,Transaction Status,Transaction Quantity,Transaction Price,Expires,New Offer Quantity,New Offer Price
65879,New York,PHONES,Apple,iPhone 14 Pro,PCG,128GB,Other,Black,Locked,A2650,,1,1,315,,,,,,
65110,New York,PHONES,Apple,iPhone 14 Pro,PCG,128GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,1,345,,,,,,
60570P,New York,PHONES,Apple,iPhone 14 Pro,PGL,128GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,4,355,,,,,,
60570BK,New York,PHONES,Apple,iPhone 14 Pro,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,9,355,,,,,,
33039,New York,PHONES,Apple,iPhone 14 Pro,PID,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2650,,1,1,335,,,,,,
65114,New York,PHONES,Apple,iPhone 14 Pro,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,2,340,,,,,,
38199,New York,PHONES,Apple,iPhone 14 Pro,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2650,,1,30,335,,,,,,
33026RC1,New York,PHONES,Apple,iPhone 14 Pro,RC1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,2,460,,,,,,
33042RC1,New York,PHONES,Apple,iPhone 14 Pro,RC1-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,2,460,,,,,,
33043RC2,New York,PHONES,Apple,iPhone 14 Pro,RC2-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,21,430,,,,,,
33027RC2,New York,PHONES,Apple,iPhone 14 Pro,RC2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,11,430,,,,,,
33124,New York,PHONES,Apple,iPhone 14 Pro,A1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,1,545,,,,,,
33125,New York,PHONES,Apple,iPhone 14 Pro,A2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,6,515,,,,,,
33142,New York,PHONES,Apple,iPhone 14 Pro,B1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,1,495,,,,,,
33126,New York,PHONES,Apple,iPhone 14 Pro,B1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,100+,495,,,,,,
33127,New York,PHONES,Apple,iPhone 14 Pro,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,100+,465,,,,,,
33143,New York,PHONES,Apple,iPhone 14 Pro,B2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,100+,465,,,,,,
33127UP,New York,PHONES,Apple,iPhone 14 Pro,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,Unknown Part Message,1,3,405,,,,,,
33144,New York,PHONES,Apple,iPhone 14 Pro,C1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,35,420,,,,,,
33128,New York,PHONES,Apple,iPhone 14 Pro,C1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,91,420,,,,,,
33153,New York,PHONES,Apple,iPhone 14 Pro,KFLB,256GB,GSM Unlocked,Silver,GSM Unlocked,A2650,,1,4,410,,,,,,
33146,New York,PHONES,Apple,iPhone 14 Pro,KFLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,13,410,,,,,,
33130,New York,PHONES,Apple,iPhone 14 Pro,KFLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,21,410,,,,,,
33138,New York,PHONES,Apple,iPhone 14 Pro,KFLB,256GB,GSM Unlocked,Gold,GSM Unlocked,A2650,,1,9,410,,,,,,
33130UP,New York,PHONES,Apple,iPhone 14 Pro,KFLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,Unknown Part Message,1,1,355,,,,,,
65118,New York,PHONES,Apple,iPhone 14 Pro,PCG,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,2,380,,,,,,
60574BK,New York,PHONES,Apple,iPhone 14 Pro,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,2,395,,,,,,
33139UP,New York,PHONES,Apple,iPhone 14 Pro,PID,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2650,Unknown Part Message,1,3,325,,,,,,
61072UP,New York,PHONES,Apple,iPhone 14 Pro,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,1,385,,,,,,
65122UP,New York,PHONES,Apple,iPhone 14 Pro,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,Unknown Part Message,1,1,340,,,,,,
38200,New York,PHONES,Apple,iPhone 14 Pro,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2650,,1,14,355,,,,,,
33126RC1,New York,PHONES,Apple,iPhone 14 Pro,RC1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,2,490,,,,,,
33127RC2,New York,PHONES,Apple,iPhone 14 Pro,RC2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2650,,1,1,460,,,,,,
33143RC2,New York,PHONES,Apple,iPhone 14 Pro,RC2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2650,,1,6,460,,,,,,
33226,New York,PHONES,Apple,iPhone 14 Pro Max,B1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,30,555,,,,,,
33243,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,97,520,,,,,,
33197,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,AT&T,Black,Locked,A2651,,1,3,425,,,,,,
33213,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,AT&T,Purple,Locked,A2651,,1,1,425,,,,,,
33227,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,100+,520,,,,,,
33243UP,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,1,465,,,,,,
33227UP,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,15,465,,,,,,
33244,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,24,460,,,,,,
33228,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,100+,460,,,,,,
34126,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,128GB,T-Mobile,Black,Locked,A2651,,1,1,410,,,,,,
33228UP,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,1,400,,,,,,
33229,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,13,450,,,,,,
33245,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,3,450,,,,,,
34143,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,128GB,T-Mobile,Purple,Locked,A2651,,1,2,400,,,,,,
34127,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,128GB,T-Mobile,Black,Locked,A2651,,1,1,400,,,,,,
33246,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,8,450,,,,,,
33230,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,39,450,,,,,,
33230UP,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,1,390,,,,,,
65144,New York,PHONES,Apple,iPhone 14 Pro Max,PCG,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,2,410,,,,,,
65142,New York,PHONES,Apple,iPhone 14 Pro Max,PCG,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,1,410,,,,,,
60610GD,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,T-Mobile,Gold,Locked,A2651,,1,1,390,,,,,,
60610BK,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,T-Mobile,Black,Locked,A2651,,1,2,390,,,,,,
60581BK,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,AT&T,Black,Locked,A2651,,1,2,390,,,,,,
60581P,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,AT&T,Purple,Locked,A2651,,1,3,390,,,,,,
60583BK,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,5,420,,,,,,
60610P,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,T-Mobile,Purple,Locked,A2651,,1,2,390,,,,,,
60583P,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,4,420,,,,,,
60581PUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,AT&T,Purple,Locked,A2651,Unknown Part Message,1,1,330,,,,,,
60583BKUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,7,360,,,,,,
60610GDUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,T-Mobile,Gold,Locked,A2651,Unknown Part Message,1,1,330,,,,,,
60583PUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,2,360,,,,,,
33239,New York,PHONES,Apple,iPhone 14 Pro Max,PID,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2651,,1,5,390,,,,,,
33239UP,New York,PHONES,Apple,iPhone 14 Pro Max,PID,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2651,Unknown Part Message,1,2,350,,,,,,
65146,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,5,410,,,,,,
65146UP,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,1,340,,,,,,
33242RC1,New York,PHONES,Apple,iPhone 14 Pro Max,RC1-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,4,550,,,,,,
33226RC1,New York,PHONES,Apple,iPhone 14 Pro Max,RC1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,9,550,,,,,,
33243RC2,New York,PHONES,Apple,iPhone 14 Pro Max,RC2-Stock,128GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,4,520,,,,,,
33227RC2,New York,PHONES,Apple,iPhone 14 Pro Max,RC2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,14,520,,,,,,
33346,New York,PHONES,Apple,iPhone 14 Pro Max,B1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,19,585,,,,,,
33362UP,New York,PHONES,Apple,iPhone 14 Pro Max,B1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,1,525,,,,,,
33347,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,100+,550,,,,,,
33363,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,100+,550,,,,,,
33317,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,AT&T,Black,Locked,A2651,,1,2,445,,,,,,
33347UP,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,17,495,,,,,,
33363UP,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,4,495,,,,,,
33370UP,New York,PHONES,Apple,iPhone 14 Pro Max,B2-Stock,256GB,GSM Unlocked,Silver,GSM Unlocked,A2651,Unknown Part Message,1,2,495,,,,,,
33348,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,100+,490,,,,,,
33364,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,37,490,,,,,,
41508,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,256GB,Other,Black,Locked,A2651,,1,1,420,,,,,,
33348UP,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,1,440,,,,,,
33364UP,New York,PHONES,Apple,iPhone 14 Pro Max,C1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,1,440,,,,,,
33365,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,4,480,,,,,,
33349,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,4,480,,,,,,
33365UP,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,1,420,,,,,,
33349UP,New York,PHONES,Apple,iPhone 14 Pro Max,KFCG,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,3,420,,,,,,
33320,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,256GB,AT&T,Black,Locked,A2651,,1,1,420,,,,,,
33350,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,12,480,,,,,,
33366,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,27,480,,,,,,
33350UP,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,8,420,,,,,,
33366UP,New York,PHONES,Apple,iPhone 14 Pro Max,KFLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,7,420,,,,,,
65150,New York,PHONES,Apple,iPhone 14 Pro Max,PCG,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,2,465,,,,,,
60586P,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,2,460,,,,,,
60584BK,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,256GB,AT&T,Black,Locked,A2651,,1,1,410,,,,,,
60586BK,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,4,460,,,,,,
60586PUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,4,400,,,,,,
60586BKUP,New York,PHONES,Apple,iPhone 14 Pro Max,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,13,400,,,,,,
33359,New York,PHONES,Apple,iPhone 14 Pro Max,PID,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2651,,1,1,440,,,,,,
33359UP,New York,PHONES,Apple,iPhone 14 Pro Max,PID,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2651,Unknown Part Message,1,2,380,,,,,,
65154,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,2,450,,,,,,
65155,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,256GB,GSM Unlocked,Gold,GSM Unlocked,A2651,,1,1,450,,,,,,
65156,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,3,450,,,,,,
65154UP,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,Unknown Part Message,1,4,390,,,,,,
65156UP,New York,PHONES,Apple,iPhone 14 Pro Max,PLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,Unknown Part Message,1,3,390,,,,,,
38206,New York,PHONES,Apple,iPhone 14 Pro Max,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2651,,1,81,415,,,,,,
33346RC1,New York,PHONES,Apple,iPhone 14 Pro Max,RC1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,13,580,,,,,,
33362RC1,New York,PHONES,Apple,iPhone 14 Pro Max,RC1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,15,580,,,,,,
33347RC2,New York,PHONES,Apple,iPhone 14 Pro Max,RC2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,A2651,,1,21,550,,,,,,
33363RC2,New York,PHONES,Apple,iPhone 14 Pro Max,RC2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,20,550,,,,,,
33422,New York,PHONES,Apple,iPhone 14 Pro Max,B1-Stock,512GB,GSM Unlocked,Purple,GSM Unlocked,A2651,,1,1,595,,,,,,
45795UP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,KFLB,128GB,GSM Unlocked,Gold,GSM Unlocked,A2894,Unknown Part Message,1,1,450,,,,,,
60762P,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PGL,128GB,GSM Unlocked,Purple,GSM Unlocked,A2894,,1,1,490,,,,,,
60738BKUP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2893,Unknown Part Message,1,2,430,,,,,,
67045UP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PLB,128GB,GSM Unlocked,Purple,GSM Unlocked,A2894,Unknown Part Message,1,1,420,,,,,,
45145,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2894,,1,2,430,,,,,,
45017,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2896,,1,1,430,,,,,,
39876RC1,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,RC1-Stock,128GB,GSM Unlocked,Gold,GSM Unlocked,A2896,,1,1,585,,,,,,
39881RC1,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,RC1-Stock,128GB,GSM Unlocked,Silver,GSM Unlocked,A2894,,1,1,585,,,,,,
39126UP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,B2-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2893,Unknown Part Message,1,2,530,,,,,,
44997,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,KFLB,256GB,GSM Unlocked,Purple,GSM Unlocked,A2894,,1,1,530,,,,,,
43137UP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,KFLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2894,Unknown Part Message,1,2,460,,,,,,
67041,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PCG,256GB,GSM Unlocked,Black,GSM Unlocked,A2894,,1,1,440,,,,,,
6766SUP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PGL,256GB,GSM Unlocked,Silver,GSM Unlocked,A2896,Unknown Part Message,1,1,450,,,,,,
60758BKUP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,A2894,Unknown Part Message,1,1,450,,,,,,
45018,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PID,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2894,,1,2,380,,,,,,
39951,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PID,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2893,,1,1,380,,,,,,
67044UP,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,A2896,Unknown Part Message,1,1,390,,,,,,
43129,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A2894,,1,1,410,,,,,,
45002RC1,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,RC1-Stock,256GB,GSM Unlocked,Silver,GSM Unlocked,A2894,,1,1,620,,,,,,
39660RC1,New York,PHONES,Apple,iPhone 14 Pro Max PSIM,RC1-Stock,256GB,GSM Unlocked,Purple,GSM Unlocked,A2894,,1,1,620,,,,,,
36344,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,3,495,,,,,,
36367,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,GSM Unlocked,Yellow,GSM Unlocked,A2846,,1,1,495,,,,,,
36337,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,15,495,,,,,,
36353,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,GSM Unlocked,Green,GSM Unlocked,A2846,,1,17,495,,,,,,
36360,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,4,495,,,,,,
42212,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,Other,Blue,Locked,A2846,,1,2,385,,,,,,
42221,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,Other,Green,Locked,A2846,,1,3,385,,,,,,
42228,New York,PHONES,Apple,iPhone 15,A1-Stock,128GB,Other,Pink,Locked,A2846,,1,2,385,,,,,,
42206,New York,PHONES,Apple,iPhone 15,A2-Stock,128GB,Other,Black,Locked,A2846,,1,2,375,,,,,,
42229,New York,PHONES,Apple,iPhone 15,A2-Stock,128GB,Other,Pink,Locked,A2846,,1,1,375,,,,,,
36354,New York,PHONES,Apple,iPhone 15,A2-Stock,128GB,GSM Unlocked,Green,GSM Unlocked,A2846,,1,7,485,,,,,,
36345,New York,PHONES,Apple,iPhone 15,A2-Stock,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,2,485,,,,,,
36338,New York,PHONES,Apple,iPhone 15,A2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,1,485,,,,,,
36362,New York,PHONES,Apple,iPhone 15,B1-Stock,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,1,470,,,,,,
42223,New York,PHONES,Apple,iPhone 15,B1-Stock,128GB,Other,Green,Locked,A2846,,1,1,355,,,,,,
42231,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,Other,Pink,Locked,A2846,,1,1,335,,,,,,
36310,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,AT&T,Blue,Locked,A2846,,1,1,335,,,,,,
36356,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Green,GSM Unlocked,A2846,,1,1,450,,,,,,
36363,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,5,450,,,,,,
36347,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,4,450,,,,,,
36340,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,28,450,,,,,,
36370,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Yellow,GSM Unlocked,A2846,,1,5,450,,,,,,
36370UP,New York,PHONES,Apple,iPhone 15,B2-Stock,128GB,GSM Unlocked,Yellow,GSM Unlocked,A2846,Unknown Part Message,1,1,400,,,,,,
37151,New York,PHONES,Apple,iPhone 15,C1-Stock,128GB,T-Mobile,Pink,Locked,A2846,,1,1,315,,,,,,
36341,New York,PHONES,Apple,iPhone 15,C1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,3,395,,,,,,
36372,New York,PHONES,Apple,iPhone 15,KFCG,128GB,GSM Unlocked,Yellow,GSM Unlocked,A2846,,1,1,385,,,,,,
36342,New York,PHONES,Apple,iPhone 15,KFCG,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,5,385,,,,,,
36359,New York,PHONES,Apple,iPhone 15,KFLB,128GB,GSM Unlocked,Green,GSM Unlocked,A2846,,1,1,385,,,,,,
36366,New York,PHONES,Apple,iPhone 15,KFLB,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,4,385,,,,,,
36343,New York,PHONES,Apple,iPhone 15,KFLB,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,7,385,,,,,,
36350,New York,PHONES,Apple,iPhone 15,KFLB,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,2,385,,,,,,
37153,New York,PHONES,Apple,iPhone 15,KFLB,128GB,T-Mobile,Pink,Locked,A2846,,1,1,310,,,,,,
61002,New York,PHONES,Apple,iPhone 15,PCG,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,2,355,,,,,,
61001,New York,PHONES,Apple,iPhone 15,PCG,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,2,355,,,,,,
61200,New York,PHONES,Apple,iPhone 15,PGL,128GB,AT&T,Black,Locked,A2846,,1,1,280,,,,,,
61210,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,6,365,,,,,,
61377,New York,PHONES,Apple,iPhone 15,PGL,128GB,T-Mobile,Pink,Locked,A2846,,1,1,280,,,,,,
61375,New York,PHONES,Apple,iPhone 15,PGL,128GB,T-Mobile,Blue,Locked,A2846,,1,2,280,,,,,,
61213,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,2,365,,,,,,
61212,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Green,GSM Unlocked,A2846,,1,3,365,,,,,,
61211,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,,1,5,365,,,,,,
61374,New York,PHONES,Apple,iPhone 15,PGL,128GB,T-Mobile,Black,Locked,A2846,,1,2,280,,,,,,
61211UP,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Blue,GSM Unlocked,A2846,Unknown Part Message,1,1,315,,,,,,
61210UP,New York,PHONES,Apple,iPhone 15,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,Unknown Part Message,1,5,315,,,,,,
36352,New York,PHONES,Apple,iPhone 15,PID,128GB,GSM Unlocked,Mixed,GSM Unlocked,A2846,,1,1,340,,,,,,
61007,New York,PHONES,Apple,iPhone 15,PLB,128GB,GSM Unlocked,Pink,GSM Unlocked,A2846,,1,1,350,,,,,,
42230RC1,New York,PHONES,Apple,iPhone 15,RC1-Stock,128GB,Other,Pink,Locked,A2846,,1,1,350,,,,,,
36339RC1,New York,PHONES,Apple,iPhone 15,RC1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A2846,,1,1,465,,,,,,
